Name,YC_Batch,Status,Founded_Year,Team_Size,Location,Short_Description,Long_Description,Industries,Website,LinkedIn,Twitter,Crunchbase,GitHub,Founders,Founder_LinkedIns,YC_URL
,SUMMER 2021,,2021,40,"Bogotá, Bogota, Colombia",Latin America's Deposits Marketplace for Banks,,FINTECH,https://startupschool.org/?utm_source=yc&utm_campaign=ycdc_header,,https://twitter.com/ycombinator,,,,https://www.linkedin.com/in/carloscorreavega/ | https://www.linkedin.com/in/davidsusa,https://www.ycombinator.com/companies/luable
,SUMMER 2021,,2020,46,"Rio de Janeiro, State of Rio de Janeiro, Brazil",Malga is an API to accept payments with multiple payment providers,,"SAAS, PAYMENTS, B2B",https://startupschool.org/?utm_source=yc&utm_campaign=ycdc_header,https://www.linkedin.com/company/gomalga,https://twitter.com/ElVilhena,,,,https://www.linkedin.com/in/alexvilhena/ | https://www.linkedin.com/in/thiago-garuti-6844b557/,https://www.ycombinator.com/companies/malga
,WINTER 2021,,2020,,"Mexico City, CDMX, Mexico",Alibaba for Latin America,,"MARKETPLACE, B2B",https://startupschool.org/?utm_source=yc&utm_campaign=ycdc_header,,https://twitter.com/santizilla,,,,https://www.linkedin.com/in/santiago-buenahora/,https://www.ycombinator.com/companies/marcopolo
,WINTER 2021,,2021,5,"Mexico City, CDMX, Mexico",Workflows to empower employees to spend while finance stay in control,,"FINTECH, B2B",https://startupschool.org/?utm_source=yc&utm_campaign=ycdc_header,https://www.linkedin.com/company/somosmendel/,https://twitter.com/ycombinator,,,,https://www.linkedin.com/in/alankarpovsky/ | http://linkedin.com/in/alejandrozecler,https://www.ycombinator.com/companies/mendel
,WINTER 2021,,2020,70,"Mexico City, CDMX, Mexico",The one-stop-shop for auto-parts in Mexico.,,"FINTECH, MARKETPLACE",https://startupschool.org/?utm_source=yc&utm_campaign=ycdc_header,https://www.linkedin.com/company/64716801/admin/,https://twitter.com/manuelrdao,https://www.crunchbase.com/organization/meru,,,https://linkedin.com/in/manuel-rodriguez-dao-aa78ab97 | https://www.linkedin.com/in/virgile-fiszman-213ab39a/ | https://www.linkedin.com/in/federico-moscato-5112ab125/ | https://www.linkedin.com/in/eduardo-mata-mitzunaga-680589147/,https://www.ycombinator.com/companies/meru-com
,SUMMER 2021,,2021,,"Monterrey, Nuevo Leon, Mexico",Technologies for scaling up cultured/clean meat production,,"HARD TECH, CULTURED MEAT, BIOTECH, CLIMATE, FOOD TECH",https://startupschool.org/?utm_source=yc&utm_campaign=ycdc_header,,https://twitter.com/ycombinator,,,,https://www.linkedin.com/in/anne-sophie-mertgen/ | https://www.linkedin.com/in/vincentpribble/,https://www.ycombinator.com/companies/micro-meat
,WINTER 2022,,2021,20,"São Paulo, State of São Paulo, Brazil",Wholesale marketplace for mom & pop clothing shops in LATAM,,"FINTECH, MARKETPLACE, B2B",https://startupschool.org/?utm_source=yc&utm_campaign=ycdc_header,https://www.linkedin.com/company/miggosatacado/,https://twitter.com/OlimpioPavinato,,,,https://www.linkedin.com/in/eduardo-olimpio-b7868931/,https://www.ycombinator.com/companies/miggos
,WINTER 2023,,2022,16,"Bogotá, Bogota, Colombia",B2B-2C real-time account to account payments,"TL;DR: Milio is building B2B payments infrastructure for emerging markets, domestic and cross-border, and connecting it to legacy ERPs through one single API. Milio's platform allows faster money movements, real-time access to data, and treasury automations through efficient workflows and seamless account-to-account domestic and cross-border payments. Real-time and 80% cheaper.","FINTECH, SAAS, PAYMENTS, B2B",https://startupschool.org/?utm_source=yc&utm_campaign=ycdc_header,https://www.linkedin.com/company/miliopay/,https://twitter.com/ycombinator,https://www.crunchbase.com/organization/milio-393b,,,https://www.linkedin.com/in/daniel-g%C3%B3mez-86954a58/ | https://www.linkedin.com/in/juan-luis-perez-escobar-079869104 | https://www.linkedin.com/in/triera/,https://www.ycombinator.com/companies/milio
,SUMMER 2019,,,,"Mexico City, CDMX, Mexico",Api that let you connect all the restaurant tech services in Latam,,"RESTAURANT TECH, API, LATIN AMERICA",https://startupschool.org/?utm_source=yc&utm_campaign=ycdc_header,,https://twitter.com/ycombinator,,,,https://www.linkedin.com/in/roberto-yoncon/,https://www.ycombinator.com/companies/mipos-dev
,WINTER 2022,,2021,18,"Mexico City, CDMX, Mexico",Building a full-stack auto insurer for the underserved in LatAm,,"FINTECH, MACHINE LEARNING, CONSUMER, INSURANCE",https://startupschool.org/?utm_source=yc&utm_campaign=ycdc_header,https://www.linkedin.com/company/momento-seguros,https://twitter.com/ycombinator,https://www.crunchbase.com/organization/momento-ef63,,,https://www.linkedin.com/in/lois-rogel-vence-54b49090/ | https://www.linkedin.com/in/le%C3%B3n-bartolom%C3%A9-carre%C3%B1o-2097a4107 | https://www.linkedin.com/in/andres-guerrero-alvarez-116972146/,https://www.ycombinator.com/companies/momento
,WINTER 2022,,2020,30,"Bogotá, Bogota, Colombia",Embedded finance infrastructure for LatAm enterprises.,,"FINTECH, PAYMENTS, NEOBANK",https://startupschool.org/?utm_source=yc&utm_campaign=ycdc_header,https://www.linkedin.com/company/cuentamono,https://twitter.com/juanpoveda93,https://www.crunchbase.com/organization/mono-25ef,,,https://co.linkedin.com/in/sebastian-ortiz-v%C3%A1squez-75b38590 | https://www.linkedin.com/in/juan-camilo-poveda/,https://www.ycombinator.com/companies/mono-2
,SUMMER 2021,,2020,13,"Monterrey, Nuevo Leon, Mexico",Salary on-demand platform for Latin America,,"FINTECH, B2B",https://startupschool.org/?utm_source=yc&utm_campaign=ycdc_header,https://www.linkedin.com/company/monto-cajero-inteligente,https://twitter.com/karinaderbez,,,,https://www.linkedin.com/in/andres-quintanilla-440897125/ | https://www.linkedin.com/in/karinaderbez,https://www.ycombinator.com/companies/monto
,WINTER 2021,,2020,150,"Mexico City, CDMX, Mexico",We underwrite and insure house rentals in Latam,,"REAL ESTATE, INSURANCE, LATIN AMERICA",https://startupschool.org/?utm_source=yc&utm_campaign=ycdc_header,https://www.linkedin.com/company/morada-uno/,https://twitter.com/ycombinator,,,,https://www.linkedin.com/in/smoralesprado/ | https://www.linkedin.com/in/in%C3%A9s-gamboa-sorensen-9269837a/ | https://www.linkedin.com/in/diego-llano-salas/,https://www.ycombinator.com/companies/morada-uno
,SUMMER 2022,,2022,3,"Mexico City, CDMX, Mexico",Realtime Data Connectors,"Hi!
We are now launching our LLM-enabled BI tool which allows all of our clients to query their databases by using prompts in plain english.","SAAS, B2B, ANALYTICS, API, DATA ENGINEERING",https://startupschool.org/?utm_source=yc&utm_campaign=ycdc_header,https://www.linkedin.com/company/movinglake,https://twitter.com/APaezMx,,,,https://www.linkedin.com/in/andrespaezmartinez/ | https://www.linkedin.com/in/edgarcabrera-dev/,https://www.ycombinator.com/companies/movinglake
,SUMMER 2020,,2019,6,"Mexico City, CDMX, Mexico",A debit card and app designed for kids and parents in Latin America,,"EDUCATION, FINTECH",https://startupschool.org/?utm_source=yc&utm_campaign=ycdc_header,https://www.linkedin.com/company/mozper/,https://twitter.com/groizner,https://www.crunchbase.com/organization/mozper,,,https://www.linkedin.com/in/gabrielroizner/ | https://www.linkedin.com/in/yaelisraeli1/,https://www.ycombinator.com/companies/mozper
,SUMMER 2019,,2019,75,"Buenos Aires, Argentina",The LatAm tech-enabled real estate broker to buy and sell houses.,,"MARKETPLACE, PROPTECH",https://startupschool.org/?utm_source=yc&utm_campaign=ycdc_header,https://www.linkedin.com/company/mudafy/,https://twitter.com/luquidiaz,https://www.crunchbase.com/organization/mudafy,,,https://www.linkedin.com/in/luquidiaz | https://www.linkedin.com/in/fortefranco/,https://www.ycombinator.com/companies/mudafy
,WINTER 2022,,2019,30,"Panama City, Panama",Access control management app for Latam´s gated communities,,PROPTECH,https://startupschool.org/?utm_source=yc&utm_campaign=ycdc_header,https://www.linkedin.com/company/munilyapp,https://twitter.com/_mitarcon,https://www.crunchbase.com/organization/munily,,,https://www.linkedin.com/in/marwa-hage-771a1a154/ | https://www.linkedin.com/in/khaled-alhaj-156a05116/ | https://www.linkedin.com/in/mitchell-contreras/ | https://www.linkedin.com/in/carlosgj/,https://www.ycombinator.com/companies/munily
,WINTER 2021,,2019,12,"Zapopan, Jalisco, Mexico",Dermatology telehealth app for LatAm,,"CONSUMER HEALTH SERVICES, TELEMEDICINE",https://startupschool.org/?utm_source=yc&utm_campaign=ycdc_header,https://www.linkedin.com/company/mynextderma/,https://twitter.com/luisfusim,,,,https://www.linkedin.com/in/luis-alberto-guevara-mendoza-23511656/,https://www.ycombinator.com/companies/my-nextderma
,WINTER 2020,,,63,"Mexico City, CDMX, Mexico",Financing platform for LatAm car dealerships.,,"FINTECH, MARKETPLACE",https://startupschool.org/?utm_source=yc&utm_campaign=ycdc_header,,https://twitter.com/ycombinator,https://www.crunchbase.com/organization/nexu,,,https://www.linkedin.com/in/fernando-g%C3%B3mez-arriola-9a427024/ | https://www.linkedin.com/in/abdonnacif,https://www.ycombinator.com/companies/nexu
,SUMMER 2020,,2020,35,"São Paulo, State of São Paulo, Brazil",B2B marketplace for construction material in Brazil.,,"MARKETPLACE, CONSTRUCTION, B2B",https://startupschool.org/?utm_source=yc&utm_campaign=ycdc_header,https://www.linkedin.com/company/37007623,https://x.com/PDellagnelo,,,,https://www.linkedin.com/in/pedropur/ | https://www.linkedin.com/in/pedrodellagnelo/,https://www.ycombinator.com/companies/oico
,SUMMER 2021,,2021,3,"Mexico City, CDMX, Mexico",Preventive healthcare app for Latam.,,"CONSUMER HEALTH SERVICES, PRIMARY CARE",https://startupschool.org/?utm_source=yc&utm_campaign=ycdc_header,https://www.linkedin.com/company/okani/,https://twitter.com/pepeakle,,,,https://www.linkedin.com/in/joseakle,https://www.ycombinator.com/companies/okani
,WINTER 2019,,2018,30,"San Francisco, CA, USA",Cloud Development Environments with one click,,"DEVELOPER TOOLS, SAAS, B2B, OPEN SOURCE, KUBERNETES",https://startupschool.org/?utm_source=yc&utm_campaign=ycdc_header,https://www.linkedin.com/company/okteto,https://twitter.com/rberrelleza,https://www.crunchbase.com/organization/okteto,https://github.com/okteto,,https://www.linkedin.com/in/ramiroberrelleza/ | https://www.linkedin.com/in/pchico/ | https://www.linkedin.com/in/rlamana/,https://www.ycombinator.com/companies/okteto
,WINTER 2021,,2020,30,"Lima, Peru",Restaurant Solution (E-commerce via WhatsApp + POS + CRM/Marketing),,"SAAS, B2B, FOOD TECH",https://startupschool.org/?utm_source=yc&utm_campaign=ycdc_header,https://www.linkedin.com/company/olaclick,https://twitter.com/Jose_Rico_V,https://www.crunchbase.com/organization/olaclick,,,https://www.linkedin.com/in/carol-riboud-7946832b/ | https://www.linkedin.com/in/ulysse-lichtl%C3%A9-35a7b085/ | https://www.linkedin.com/in/jmrico/,https://www.ycombinator.com/companies/olaclick
,WINTER 2020,,2020,50,"Monterrey, Nuevo Leon, Mexico",Groceries delivered in 20 min in Latinamerica,,"GROCERY, DELIVERY",https://startupschool.org/?utm_source=yc&utm_campaign=ycdc_header,,https://x.com/luismariogm,,,,https://www.linkedin.com/in/luismariogarcia/ | https://www.linkedin.com/in/javiergzz/,https://www.ycombinator.com/companies/orchata
,WINTER 2021,,2020,23,"Mexico City, CDMX, Mexico","Pay, Get Paid and Extend Cash Flow using your Credit Card as…",,"FINTECH, PAYMENTS",https://startupschool.org/?utm_source=yc&utm_campaign=ycdc_header,https://www.linkedin.com/company/pagaloop/,https://twitter.com/Briones2,,,,https://www.linkedin.com/in/gerardo-briones-58000813/ | https://www.linkedin.com/in/carlos--cruz,https://www.ycombinator.com/companies/pagaloop
,WINTER 2023,,2023,8,"Medellín, Medellin, Antioquia, Colombia","AI & financial services for real estate in LatAm, starting by rent","Palomma helps online merchants and apps in LatAm save 70-80% on card processing fees and increase conversions, by enabling frictionless Pay by Bank for their customers (consumers and/or businesses).","SAAS, PAYMENTS, FINANCE, B2B, AI",https://startupschool.org/?utm_source=yc&utm_campaign=ycdc_header,https://www.linkedin.com/company/palomma/,https://twitter.com/ciprianoec11,,,TLDR,https://www.linkedin.com/in/cipriano-echavarria-3729a9105/ | https://www.linkedin.com/in/ngomezdelcampo/ | https://www.linkedin.com/in/felipemon/,https://www.ycombinator.com/companies/palomma
,SUMMER 2020,,2017,4,"City of Knowledge, Panama City, Panama",We run background checks on businesses using data from public records…,,LEGALTECH,https://startupschool.org/?utm_source=yc&utm_campaign=ycdc_header,,https://twitter.com/ibarria0,,https://github.com/PANADATA,,https://www.linkedin.com/in/ivan-barria-grimaldo-90a83339/,https://www.ycombinator.com/companies/panadata
,WINTER 2022,,2020,25,"São Paulo, State of São Paulo, Brazil",Working capital for Brazilian restaurants,,"FINTECH, LENDING",https://startupschool.org/?utm_source=yc&utm_campaign=ycdc_header,https://www.linkedin.com/company/pantorebrazil/,https://twitter.com/ycombinator,,,,https://www.linkedin.com/in/yfaber/ | https://www.linkedin.com/in/renanpupin/,https://www.ycombinator.com/companies/pantore-pay
,SUMMER 2022,,2022,3,New York City,"Turns your sales calls into CRM data, automatically.","tl;dr Pilot produces detailed notes and field updates that directly update the CRM after every sales call. For reps, this eliminates hours of admin work a week spent reviewing calls and updating the CRM (instead of selling). For sales leaders, this is the only way to ensure that high-quality data is produced and logged from every sales call.","SAAS, B2B, PRODUCTIVITY, SALES, AI",https://startupschool.org/?utm_source=yc&utm_campaign=ycdc_header,https://www.linkedin.com/company/82503173/,https://twitter.com/ycombinator,,,,https://www.linkedin.com/in/maxwell-lu-60b85269/,https://www.ycombinator.com/companies/paragon-ai
,SUMMER 2020,,2020,40,"Monterrey, Nuevo Leon, Mexico",The operating system for restaurants in LatAm.,,"FINTECH, SAAS, B2B",https://startupschool.org/?utm_source=yc&utm_campaign=ycdc_header,https://www.linkedin.com/company/parrot-software/,https://twitter.com/ycombinator,https://www.crunchbase.com/organization/parrot-software-1f71,,,https://www.linkedin.com/in/davvilla/ | https://www.linkedin.com/in/robertocebrian/,https://www.ycombinator.com/companies/parrot-software
,WINTER 2022,,2018,20,"Panama City, Panama",Simplified Banking as a Service for Latam,,"BANKING AS A SERVICE, FINTECH, B2B",https://startupschool.org/?utm_source=yc&utm_campaign=ycdc_header,https://www.linkedin.com/company/65344002/admin/,https://twitter.com/paycaddy?lang=en,https://www.crunchbase.com/organization/paycaddy,,,https://www.linkedin.com/in/juan-diego-galvez-a78659a7/ | https://www.linkedin.com/in/federico-benavides-06985016b/,https://www.ycombinator.com/companies/paycaddy
,SUMMER 2021,,2021,33,"Mexico City, CDMX, Mexico",Grocery subscription service against food waste in Latam,,"GROCERY, SUSTAINABILITY, CLIMATE, E-COMMERCE, SUBSCRIPTIONS",https://startupschool.org/?utm_source=yc&utm_campaign=ycdc_header,https://www.linkedin.com/company/perfektomx/,https://twitter.com/anahi_spd,https://www.crunchbase.com/organization/perfekto,,,https://www.linkedin.com/in/anahisosa/ | https://www.linkedin.com/in/janheinvirta/,https://www.ycombinator.com/companies/perfekto
,SUMMER 2021,,2020,150,"Monterrey, Nuevo Leon, Mexico",One-stop-shop for restaurants to operate and grow their business.,,"AUTONOMOUS DELIVERY, SAAS, E-COMMERCE, ENTERPRISE SOFTWARE",https://startupschool.org/?utm_source=yc&utm_campaign=ycdc_header,https://www.linkedin.com/company/pidedirecto/mycompany/,https://twitter.com/ycombinator,https://www.crunchbase.com/organization/pidedirecto,,,https://www.linkedin.com/in/hussein-a-fawzi-4427031a4/ | https://linkedin.com/in/antonionacoud | https://www.linkedin.com/in/ronnisamir?originalSubdomain=se | https://www.linkedin.com/in/anders-steiner,https://www.ycombinator.com/companies/pide-directo
,SUMMER 2021,,2021,3,"Monterrey, Nuevo Leon, Mexico",We help offline LatAm SMBs manage and accelerate their cash-flow,TL;DR: We help offline LatAm SMBs manage and accelerate their cash flow through inventory-based financing and payments/collection/reconciliation solutions.,FINTECH,https://startupschool.org/?utm_source=yc&utm_campaign=ycdc_header,,https://twitter.com/carlostejeda,,,,https://www.linkedin.com/in/carlos-tejeda-b8096a2a/ | https://www.linkedin.com/in/oscar-rydberg-ba170b15 | https://www.linkedin.com/in/rafael-tejeda-elizondo-3853b5211/,https://www.ycombinator.com/companies/pideaky
,SUMMER 2022,,2021,20,"Buenos Aires, Argentina",The global neo-bank for contractors and freelancers,"Currently, global workers use a complicated mix of solutions to access their contractors' fees (usually involving 3 different platforms or more), all of these options are expensive and time-consuming and it is very hard for them to convert the funds to local currencies.","CRYPTO / WEB3, PAYMENTS, NEOBANK",https://startupschool.org/?utm_source=yc&utm_campaign=ycdc_header,https://www.linkedin.com/company/hola-ping/,https://twitter.com/orlandopablo,,,,http://linkedin.com/in/marysaracco | http://www.linkedin.com/in/orlandopablo | https://www.linkedin.com/in/jacksaracco/,https://www.ycombinator.com/companies/ping
,WINTER 2015,,2014,300,"San Francisco, CA, USA",Latin America's School of Technology,,"EDUCATION, ELEARNING, VIDEO, HR TECH, SUBSCRIPTIONS",https://startupschool.org/?utm_source=yc&utm_campaign=ycdc_header,,https://twitter.com/freddier,https://www.crunchbase.com/organization/platzi,https://github.com/platzi,,https://www.linkedin.com/in/johnfreddyvega | https://www.linkedin.com/in/cvander,https://www.ycombinator.com/companies/platzi
,SUMMER 2020,,2019,28,"Guadalajara, Jalisco, Mexico","Acquired by Minu.mx - Fintech solutions for employees, starting with…",,"FINTECH, SAAS, B2B",https://startupschool.org/?utm_source=yc&utm_campaign=ycdc_header,https://www.linkedin.com/company/plerk,https://twitter.com/mikemedina___,https://www.crunchbase.com/organization/plerk,,,https://linkedin.com/in/mikemedina20 | https://www.linkedin.com/in/aeduardoac/ | https://linkedin.com/in/joseantoniomtzq,https://www.ycombinator.com/companies/plerk
,SUMMER 2021,,2020,31,"São Paulo, State of São Paulo, Brazil",Plaid for Brazil: we allow developers to access users' financial data,,"FINTECH, API",https://startupschool.org/?utm_source=yc&utm_campaign=ycdc_header,https://www.linkedin.com/company/pluggyai,https://twitter.com/fefomiras,https://www.crunchbase.com/organization/pluggy,,,https://www.linkedin.com/in/rog%C3%A9rio-corr%C3%AAa-26789131 | https://www.linkedin.com/in/victor-urano-braga-75434521/ | https://www.linkedin.com/in/brunoloiola/ | https://www.linkedin.com/in/fmiras | https://www.linkedin.com/in/gabrielpangantes,https://www.ycombinator.com/companies/pluggy
How can you help us?,SUMMER 2022,,2022,20,"Santiago, Santiago Metropolitan Region, Chile",Supply-chain risk management and compliance platform for Latin…,“I’m sorry but we’re not going to accept your investment. At the moment we’re not taking business clients”. This was the answer we got from a fintech that got us to start Plutto right away.,"FINTECH, IDENTITY, LATIN AMERICA, ENTERPRISE SOFTWARE",https://startupschool.org/?utm_source=yc&utm_campaign=ycdc_header,https://www.linkedin.com/company/plutto,https://twitter.com/iMarquezc,,,,https://www.linkedin.com/in/antoniasanmartinsola/ | http://linkedin.com/in/fdominguezc | https://www.linkedin.com/in/ignaciomarquezc/,https://www.ycombinator.com/companies/plutto
,WINTER 2021,,2012,170,"Santiago, Santiago Metropolitan Region, Chile","The online language school for Latam, with groups led by an instructor",,"EDUCATION, ELEARNING",https://startupschool.org/?utm_source=yc&utm_campaign=ycdc_header,https://www.linkedin.com/company/1175782,https://twitter.com/NicoFuenzalida,https://www.crunchbase.com/organization/poliglota,,,https://www.linkedin.com/in/nicolasfuenzalida/ | https://www.linkedin.com/in/carlos-aravena-poliglota | https://www.linkedin.com/in/josemasanchez/,https://www.ycombinator.com/companies/poliglota
,WINTER 2023,,2022,18,"Mexico City, CDMX, Mexico",Restaurant software that actually works,"PoloPay is a dynamic menu that allows guests to order food and drinks, split, tip, and pay the bill in seconds helping LatAm restaurants and coffee shops automate manual tasks and increase sales.","SAAS, PAYMENTS, B2B, ANALYTICS, FOOD TECH",https://startupschool.org/?utm_source=yc&utm_campaign=ycdc_header,https://www.linkedin.com/company/81905131/admin/,https://twitter.com/ycombinator,https://www.crunchbase.com/organization/polopay,,☕️TL;DR:,http://www.linkedin.com/in/andres-richardson-41411a167 | https://www.linkedin.com/in/jchomali | https://www.linkedin.com/in/aldo-piaggio-59227418b | https://www.linkedin.com/in/aldo-piaggio-59227418b/ | https://www.linkedin.com/in/andres-richardson-41411a167/ | https://www.linkedin.com/in/jchomali/,https://www.ycombinator.com/companies/polotab
,SUMMER 2021,,2020,40,"Uberlândia, State of Minas Gerais, Brazil",We are the frictionless way for companies to make payments.,,"FINTECH, B2B, TRAVEL",https://startupschool.org/?utm_source=yc&utm_campaign=ycdc_header,https://www.linkedin.com/company/portao-3,https://twitter.com/ycombinator,https://www.crunchbase.com/organization/port%C3%A3o-3,,,https://www.linkedin.com/in/fernandonery/,https://www.ycombinator.com/companies/portao-3
,WINTER 2021,,2019,15,"Bogotá, Bogota, Colombia",Shopify for LatAm,,"SAAS, B2B, E-COMMERCE",https://startupschool.org/?utm_source=yc&utm_campaign=ycdc_header,https://www.linkedin.com/company/gopreki,https://twitter.com/tahihakim1,,https://github.com/GoPreki,,https://www.linkedin.com/in/alex-hakim-414192b3 | https://www.linkedin.com/in/tahi-hakim-991192b3/ | https://www.linkedin.com/in/dnarvaez27/,https://www.ycombinator.com/companies/preki
,WINTER 2021,,2020,5,"Barranco, Peru",Live afterschool classes for Spanish-speaking kids ages 4 to 15.,,"EDUCATION, ELEARNING, SUBSCRIPTIONS",https://startupschool.org/?utm_source=yc&utm_campaign=ycdc_header,,https://twitter.com/gonzadeprendea,,,,https://www.linkedin.com/in/gonzalodecheck/ | https://www.linkedin.com/in/benjamingarmendia,https://www.ycombinator.com/companies/prendea
,WINTER 2019,,,62,"Mexico City, CDMX, Mexico",Ride-sharing for second-tier cities in Latin America.,,"LATIN AMERICA, TRANSPORTATION",https://startupschool.org/?utm_source=yc&utm_campaign=ycdc_header,https://www.linkedin.com/company/tupronto,http://www.tuprontomx.com/,https://www.crunchbase.com/organization/pronto-app,,,,https://www.ycombinator.com/companies/pronto
,SUMMER 2021,,2021,5,"Bogotá, Bogota, Colombia",We help companies recover lost revenue from chargebacks,,"SAAS, B2B",https://startupschool.org/?utm_source=yc&utm_campaign=ycdc_header,,https://twitter.com/ycombinator,,,,https://www.linkedin.com/in/pablo-rojas-contreras-0a3525140/,https://www.ycombinator.com/companies/protego
,SUMMER 2022,,2022,29,"Mexico City, CDMX, Mexico",Shopify for Real Estate Agents in LATAM,,"REAL ESTATE, PROPTECH",https://startupschool.org/?utm_source=yc&utm_campaign=ycdc_header,https://www.linkedin.com/company/pulppo,https://twitter.com/agustiniglesias,https://www.crunchbase.com/organization/pulppo,,,https://www.linkedin.com/in/matias-gath-6881314/ | https://www.linkedin.com/in/agustiniglesias/,https://www.ycombinator.com/companies/pulppo
,SUMMER 2016,,2013,200,"São José dos Campos, Sao Jose dos Campos - State of São Paulo, Brazil",Quero is an online marketplace for college programs in Brazil. It…,,"EDUCATION, MARKETPLACE",https://startupschool.org/?utm_source=yc&utm_campaign=ycdc_header,,http://twitter.com/bernardops,https://www.crunchbase.com/organization/quero-education,,,http://br.linkedin.com/in/bernardops | https://br.linkedin.com/in/thiagobrandam,https://www.ycombinator.com/companies/quero-education
TL;DR,SUMMER 2021,,2021,5,"Mexico City, CDMX, Mexico",Close and activate your customers on WhatsApp,"Easily connect WhatsApp to the systems you already use and automate outbound customer journeys, as well as advanced inbound experiences in a day, not weeks.","SAAS, B2B, PRODUCTIVITY, MESSAGING",https://startupschool.org/?utm_source=yc&utm_campaign=ycdc_header,https://www.linkedin.com/company/hilos-io,https://twitter.com/HilosIO,,,,,https://www.ycombinator.com/companies/quid
,WINTER 2022,,2022,20,"Maracaibo, Zulia, Venezuela",Building the operating system for business in LATAM,,"MARKETPLACE, SAAS, DELIVERY",https://startupschool.org/?utm_source=yc&utm_campaign=ycdc_header,,https://twitter.com/_AFH_,,,,https://www.linkedin.com/in/alejandro-flores-hern%C3%A1ndez-604635b/,https://www.ycombinator.com/companies/quik
,WINTER 2021,,2020,100,"Mexico City, CDMX, Mexico",Embedded lending infrastructure,,"FINTECH, B2B",https://startupschool.org/?utm_source=yc&utm_campaign=ycdc_header,https://www.linkedin.com/company/r2-cap/,https://twitter.com/rogerlarach,,,,https://www.linkedin.com/in/larachr | https://www.linkedin.com/in/rteran/,https://www.ycombinator.com/companies/r2
,WINTER 2016,,2015,4800,"Bogotá, Bogota, Colombia",On-demand delivery and financial services for Latin America.,,"FINTECH, DELIVERY, LATIN AMERICA",https://startupschool.org/?utm_source=yc&utm_campaign=ycdc_header,https://www.linkedin.com/company/rappi/,https://twitter.com/mejiasebas,https://www.crunchbase.com/organization/rappi,https://github.com/rappiinc,,https://co.linkedin.com/in/simonborrero | https://www.linkedin.com/in/sebastianmejia | https://www.linkedin.com/in/felipe-villamarin-85518161,https://www.ycombinator.com/companies/rappi
,WINTER 2022,,2020,10,"Buenos Aires, Argentina",Global payments infrastructure in LATAM and US,"Rebill started from a clear problem: companies wanted to sell in Latin America, but payments were too fragmented to scale efficiently. Approval rates were weak, local methods were missing, subscriptions were hard to manage, and every country required a different setup.","FINTECH, SAAS, PAYMENTS, B2B, SUBSCRIPTIONS",https://startupschool.org/?utm_source=yc&utm_campaign=ycdc_header,https://www.linkedin.com/company/rebill,https://twitter.com/dncandia,https://www.crunchbase.com/organization/rebill-inc,,,https://www.linkedin.com/in/nahuelcandia/ | https://www.linkedin.com/in/diazailan,https://www.ycombinator.com/companies/rebill
,SUMMER 2021,,2020,25,"Santiago, Santiago Metropolitan Region, Chile",Tech-powered equipment rentals in Latam.,,"CONSTRUCTION, B2B",https://startupschool.org/?utm_source=yc&utm_campaign=ycdc_header,https://www.linkedin.com/company/rendalomaq,https://twitter.com/ycombinator,https://www.crunchbase.com/organization/rendalo-maq,,,https://www.linkedin.com/in/ariel-vaisman/,https://www.ycombinator.com/companies/rendalomaq
,SUMMER 2022,,2022,10,"Mexico City, CDMX, Mexico",LATAM’s largest stablecoin FX and liquidity provider,,"FINTECH, CRYPTO / WEB3, PAYMENTS, LATIN AMERICA",https://startupschool.org/?utm_source=yc&utm_campaign=ycdc_header,https://www.linkedin.com/company/rio-transfer/,https://twitter.com/leyogarza,,,,https://www.linkedin.com/in/eudelio-garza-5abb7a13b/ | http://linkedin.com/in/javierroberts | https://www.linkedin.com/in/ricardo-villarreal-chapa/,https://www.ycombinator.com/companies/rio
,SUMMER 2020,,2020,,"Mexico City, CDMX, Mexico",We buy and grow D2C brands in LatAm,,E-COMMERCE,https://startupschool.org/?utm_source=yc&utm_campaign=ycdc_header,https://www.linkedin.com/company/riogranded2c,https://twitter.com/tonomandly,,,,https://www.linkedin.com/in/amandly/ | https://www.linkedin.com/in/fedenaides/,https://www.ycombinator.com/companies/riogrande
,WINTER 2018,,2018,100,"Mexico City, CDMX, Mexico",Automating payroll for Latin America.,,"FINTECH, SAAS, PAYROLL",https://startupschool.org/?utm_source=yc&utm_campaign=ycdc_header,https://www.linkedin.com/company/runahr,https://twitter.com/runahr,https://www.crunchbase.com/organization/runa-hr,,,https://www.linkedin.com/in/courtney-mccolgan-7976873/,https://www.ycombinator.com/companies/runa
,WINTER 2023,,2022,60,"Santiago, Santiago Metropolitan Region, Chile",Managed marketplace for solar in Latam,,"SOLAR POWER, CLIMATE, RENEWABLE ENERGY, CLIMATETECH",https://startupschool.org/?utm_source=yc&utm_campaign=ycdc_header,https://www.linkedin.com/company/ruufsolar/,https://twitter.com/Ruufsolar,https://www.crunchbase.com/organization/ruuf-c403,,,https://www.linkedin.com/in/domingo-garc%C3%ADa-huidobro-659044a9/ | https://www.linkedin.com/in/tomascamposl/ | https://linkedin.com/in/saratscheff/,https://www.ycombinator.com/companies/ruuf
