startup_name,location_country,sector,funding_date,funding_year,date_precision,amount_usd,amount_is_estimate,investors,stage,debt_equity,female_cofounder_or_ceo,local_founder,intnl_founder,launched,accelerator,employees,source_file,country,region_group
SAmAS Gamify,Egypt,recruitment and HR,1-02-01,2022,full_date,150000.0,False,SoftEQ Venture Studio USA,Pre-Seed,Equity,No,Yes,No,2021,No,1.0,Funded_African_tech_startups_2022.xlsx,Egypt,Africa
Opus Analytics,Egypt,recruitment and HR,1-05-01,2022,full_date,25000.0,False,The Baobab Network,Undisclosed,Equity,Yes,Yes,No,2021,Yes,2.0,Funded_African_tech_startups_2022.xlsx,Egypt,Africa
FaidiHR,Kenya,recruitment and HR,1-08-01,2022,full_date,,False,SprintX,Undisclosed,Equity,No,Yes,No,2018,Yes,7.0,Funded_African_tech_startups_2022.xlsx,Kenya,Africa
Workpay,Kenya,recruitment and HR,,2022,year_only,,False,Launch Africa,Undisclosed,Equity,No,Yes,No,2017,Yes,61.0,Funded_African_tech_startups_2022.xlsx,Kenya,Africa
CompariSure,South Africa,AI/IoT,1-01-01,2022,full_date,980000.0,False,HAVAÍC and featuring 4Di Capital,Pre-Series A,Equity,No,Yes,No,2017,No,16.0,Funded_African_tech_startups_2022.xlsx,South Africa,Africa
The Awareness Company,South Africa,AI/IoT,1-02-01,2022,full_date,,False,Microsoft,Undisclosed,Equity,Yes,Yes,No,2018,Yes,7.0,Funded_African_tech_startups_2022.xlsx,South Africa,Africa
Zindi,South Africa,AI/IoT,1-02-01,2022,full_date,1000000.0,False,"Shakti VC, along with Launch Africa Ventures, Founders Factory Africa, and five35",Seed,Equity,Yes,Yes,No,2018,No,56.0,Funded_African_tech_startups_2022.xlsx,South Africa,Africa
InstaDeep,Tunisia,AI/IoT,1-01-01,2022,full_date,100000000.0,False,"Alpha Intelligence Capital together with CDIB. Other investors in the round include BioNTech, Chimera Abu Dhabi, Deutsche Bahn’s DB Digital Ventures, Google, G42 and Synergie.",Series B,Equity,No,Yes,No,2014,No,172.0,Funded_African_tech_startups_2022.xlsx,Tunisia,Africa
Ando,Kenya,restaurant management,,2022,year_only,100000.0,False,LoftyInc,Seed,Equity,No,Yes,No,2020,Yes,31.0,Funded_African_tech_startups_2022.xlsx,Kenya,Africa
The Food Lab,Egypt,restaurant management,1-04-01,2022,full_date,4500000.0,False,"co-led by Nuwa Capital, Shorooq Partners and 4DX Ventures, and also saw participation of the Saudi Arabia-based Al Faisaliah Group and Abdul Majeed Al Hokair, alongside Japan’s Samurai Incubate and other angel investors.",Pre-Seed,Equity,No,Yes,No,2020,Yes,96.0,Funded_African_tech_startups_2022.xlsx,Egypt,Africa
FairMoney,Nigeria,fintech,1-06-01,2023,full_date,5390000.0,False,,Undisclosed,Debt,No,Yes,No,2017,No,614.0,Funded_African_Tech_Startups_2023__by_country_and_by_sector_.xlsx,Nigeria,Africa
Fast Credit,Nigeria,e-commerce and retail-tech,1-06-01,2023,full_date,3600000.0,False,,Undisclosed,Debt,No,Yes,No,2014,No,116.0,Funded_African_Tech_Startups_2023__by_country_and_by_sector_.xlsx,Nigeria,Africa
OnePipe,Nigeria,fintech,1-03-01,2023,full_date,4800000.0,False,TLG Capital,Undisclosed,Debt,No,Yes,No,2018,Yes,44.0,Funded_African_Tech_Startups_2023__by_country_and_by_sector_.xlsx,Nigeria,Africa
Tizeti,Nigeria,other,1-11-01,2023,full_date,,False,Chapel Hill Denham’s Nigeria Infrastructure Debt Fund (NIDF),Undisclosed,Debt,No,Yes,No,2015,Yes,166.0,Funded_African_Tech_Startups_2023__by_country_and_by_sector_.xlsx,Nigeria,Africa
Moove,Nigeria,transport,,2023,year_only,46000000.0,False,"Absa CIB, Mubadala Investment Company, Angel Investors, BlackRock",Undisclosed,Debt/Equity,No,Yes,No,2019,No,514.0,Funded_African_Tech_Startups_2023__by_country_and_by_sector_.xlsx,Nigeria,Africa
Remedial Health,Nigeria,e-health,1-08-01,2023,full_date,12000000.0,False,"co-led by US-based venture capital firm QED Investors and Ventures Platform, the latter of which has now invested in Remedial Health at every funding stage. Y Combinator, Tencent and Gaingels also invested after participating in previous rounds.",Series A,Debt/Equity,No,Yes,No,2020,Yes,109.0,Funded_African_Tech_Startups_2023__by_country_and_by_sector_.xlsx,Nigeria,Africa
Shekel Mobility,Nigeria,transport,,2023,year_only,8950000.0,False,"led by Ventures Platform with participation from other strategic investors including Y Combinator, Voltron Capital, Zedcrest and other angel investors (January), Ventures Platform co-led its seed round alongside MaC Venture Capital. Other investors include Y Combinator, Rebel Fund, Unpopular Ventures, Maiora Capital, PageOne Lab Inc., Phoenix Investment Club, Heirloom VC, Pioneer Ventures and other angel investors. Meanwhile, Zedvance, VFD Microfinance Bank, Zenith Bank and Fluna (November)",Pre-Seed,Debt/Equity,No,Yes,No,2021,Yes,8.0,Funded_African_Tech_Startups_2023__by_country_and_by_sector_.xlsx,Nigeria,Africa
WATT,Nigeria,energy,1-10-01,2023,full_date,13000000.0,False,Empower New Energy,Undisclosed,Debt/Equity,No,Yes,No,2016,No,45.0,Funded_African_Tech_Startups_2023__by_country_and_by_sector_.xlsx,Nigeria,Africa
Zuvy,Nigeria,fintech,1-07-01,2023,full_date,4500000.0,False,"led by TLG Capital, with participation from Next Chymia Consulting HK, Dunbar Capital, Vicus Ventures and prominent angel investors such as David Mussafer, chairman of global private equity firm Advent International.",Undisclosed,Debt/Equity,No,Yes,No,2021,No,13.0,Funded_African_Tech_Startups_2023__by_country_and_by_sector_.xlsx,Nigeria,Africa
Haul247,Nigeria,logistics,1-06-01,2023,full_date,3000000.0,False,"Alitheia Capital via its uMunthu Fund, and also involves debt funding from Investment One",Seed,Debt/Equity,No,Yes,No,2020,No,22.0,Funded_African_Tech_Startups_2023__by_country_and_by_sector_.xlsx,Nigeria,Africa
10mg Pharma,Nigeria,e-health,1-10-01,2023,full_date,18000.0,False,Startupbootcamp AfriTech,Undisclosed,Equity,No,Yes,No,2022,Yes,20.0,Funded_African_Tech_Startups_2023__by_country_and_by_sector_.xlsx,Nigeria,Africa
24seven,Nigeria,e-commerce and retail-tech,1-12-01,2023,full_date,120000.0,False,Techstars,Undisclosed,Equity,No,Yes,No,2021,Yes,4.0,Funded_African_Tech_Startups_2023__by_country_and_by_sector_.xlsx,Nigeria,Africa
AFEX,Nigeria,fintech,1-11-01,2023,full_date,26500000.0,False,British International Investment,Undisclosed,Equity,No,Yes,No,2014,No,451.0,Funded_African_Tech_Startups_2023__by_country_and_by_sector_.xlsx,Nigeria,Africa
Agroeknor,Nigeria,agri-tech,1-01-01,2023,full_date,,False,Aruwa Capital,Undisclosed,Equity,No,Yes,No,2012,No,9.0,Funded_African_Tech_Startups_2023__by_country_and_by_sector_.xlsx,Nigeria,Africa
Altschool,Nigeria,ed-tech,,2023,year_only,,False,"Angel Investors (May), Rwandan Innovation Fund (November)",Undisclosed,Equity,No,Yes,No,2021,Yes,239.0,Funded_African_Tech_Startups_2023__by_country_and_by_sector_.xlsx,Nigeria,Africa
Anchor,Nigeria,fintech,1-09-01,2023,full_date,2400000.0,False,"Goat Capital, with participation from FoundersX, Rebel Fund, Y Combinator and Byld Ventures",Seed,Equity,No,Yes,No,2022,Yes,12.0,Funded_African_Tech_Startups_2023__by_country_and_by_sector_.xlsx,Nigeria,Africa
Aya Holding,Nigeria,ed-tech,1-04-01,2023,full_date,,False,Techstars,Undisclosed,Equity,No,Yes,No,2020,Yes,111.0,Funded_African_Tech_Startups_2023__by_country_and_by_sector_.xlsx,Nigeria,Africa
Beacon Power Services,Nigeria,energy,1-03-01,2023,full_date,,False,"Seedstars, Persistent Energy Capital, Angel Investors",Pre-Series A,Equity,No,Yes,No,2013,No,31.0,Funded_African_Tech_Startups_2023__by_country_and_by_sector_.xlsx,Nigeria,Africa
Beauty Hut,Nigeria,e-commerce and retail-tech,1-12-01,2023,full_date,120000.0,False,Techstars,Undisclosed,Equity,Yes,Yes,No,2023,Yes,5.0,Funded_African_Tech_Startups_2023__by_country_and_by_sector_.xlsx,Nigeria,Africa
Betapawa Solutions,Nigeria,fintech,1-10-01,2023,full_date,18000.0,False,Startupbootcamp AfriTech,Undisclosed,Equity,No,Yes,No,2022,Yes,1.0,Funded_African_Tech_Startups_2023__by_country_and_by_sector_.xlsx,Nigeria,Africa
Billboxx,Nigeria,fintech,1-05-01,2023,full_date,,False,Norrsken,Undisclosed,Equity,No,Yes,No,2023,Yes,2.0,Funded_African_Tech_Startups_2023__by_country_and_by_sector_.xlsx,Nigeria,Africa
Boundlesspay,Nigeria,fintech,1-05-01,2023,full_date,,False,Tekedia Capital,Pre-Seed,Equity,No,Yes,No,2021,No,43.0,Funded_African_Tech_Startups_2023__by_country_and_by_sector_.xlsx,Nigeria,Africa
Bujeti,Nigeria,fintech,1-12-01,2023,full_date,2000000.0,False,"led by YC, and including investments from backers such as Entrée Capital, Voltron Capital, UnpopularVC, Kima Ventures, Dropbox co-founder Arash Ferdowsi, Alan Rutledge, Tristan Walker, Heirloom VC and Abdul “Tomiwa” Hassan, plus YC investment",Seed,Equity,No,Yes,No,2021,Yes,12.0,Funded_African_Tech_Startups_2023__by_country_and_by_sector_.xlsx,Nigeria,Africa
Bunce,Nigeria,fintech,1-10-01,2023,full_date,50000.0,False,Baobab Network,Undisclosed,Equity,No,Yes,No,2021,Yes,11.0,Funded_African_Tech_Startups_2023__by_country_and_by_sector_.xlsx,Nigeria,Africa
Cargoplug (formerly Jand2Gidi),Nigeria,logistics,1-01-01,2023,full_date,18000.0,False,Startupbootcamp AfriTech,Undisclosed,Equity,No,Yes,No,2013,Yes,12.0,Funded_African_Tech_Startups_2023__by_country_and_by_sector_.xlsx,Nigeria,Africa
CDcare,Nigeria,other,1-01-01,2023,full_date,,False,ARM Lagos Techstars,Undisclosed,Equity,No,Yes,No,2020,Yes,52.0,Funded_African_Tech_Startups_2023__by_country_and_by_sector_.xlsx,Nigeria,Africa
Chekkit,Nigeria,e-health,1-04-01,2023,full_date,,False,"Adaverse, RTA, HoaQ, Launch Africa Ventures, and Blockchain Founders Fund",Undisclosed,Equity,No,Yes,No,2018,Yes,15.0,Funded_African_Tech_Startups_2023__by_country_and_by_sector_.xlsx,Nigeria,Africa
ChowCentral,Nigeria,other,1-08-01,2023,full_date,500000.0,False,Y Combinator,Undisclosed,Equity,No,Yes,No,2022,Yes,9.0,Funded_African_Tech_Startups_2023__by_country_and_by_sector_.xlsx,Nigeria,Africa
Clafiya,Nigeria,e-health,1-07-01,2023,full_date,610000.0,False,"Norrsken, Acquired Wisdom Fund (AWF), Hustle Fund, Voltron Capital, Microtraction, Ajim Capital, HoaQ, Bold Angel Fund, Shivdasani Family, Angel investors",Pre-Seed,Equity,Yes,Yes,No,2020,Yes,17.0,Funded_African_Tech_Startups_2023__by_country_and_by_sector_.xlsx,Nigeria,Africa
Clinify,Nigeria,e-health,1-02-01,2023,full_date,,False,"Thin Air Labs, HaloHealth, Angel Investors",Seed,Equity,No,Yes,No,2020,No,18.0,Funded_African_Tech_Startups_2023__by_country_and_by_sector_.xlsx,Nigeria,Africa
Curacel,Nigeria,fintech,1-02-01,2023,full_date,3000000.0,False,"Tencent, AAF Management, Elefund, Blue Point Capital Partners,  Pioneer Fund, Olive Tree Capital and Y Combinator, as well as James Park (CEO of Fitbit), Olugbenga “GB” Agboola (CEO of Flutterwave), Babs Ogundeyi (CEO of Kuda) and other strategic investors.",Seed,Equity,No,Yes,No,2017,Yes,46.0,Funded_African_Tech_Startups_2023__by_country_and_by_sector_.xlsx,Nigeria,Africa
CutStruct,Nigeria,construction tech,1-09-01,2023,full_date,,False,Techstars,Undisclosed,Equity,No,Yes,No,2019,Yes,26.0,Funded_African_Tech_Startups_2023__by_country_and_by_sector_.xlsx,Nigeria,Africa
Dillali,Nigeria,fintech,1-02-01,2023,full_date,,False,"Raw Ventures, Lemonade Stand, DF Syndicate",Undisclosed,Equity,No,Yes,No,2021,No,5.0,Funded_African_Tech_Startups_2023__by_country_and_by_sector_.xlsx,Nigeria,Africa
Edusko,Nigeria,ed-tech,1-10-01,2023,full_date,18000.0,False,Startupbootcamp AfriTech,Undisclosed,Equity,No,Yes,No,2017,Yes,6.0,Funded_African_Tech_Startups_2023__by_country_and_by_sector_.xlsx,Nigeria,Africa
Edves,Nigeria,ed-tech,,2023,year_only,,False,,Undisclosed,Equity,No,Yes,No,2016,No,87.0,Funded_African_Tech_Startups_2023__by_country_and_by_sector_.xlsx,Nigeria,Africa
Eight Medical,Nigeria,e-health,,2023,year_only,220000.0,False,"Catalyst Fund (January), Techstars (December)",Undisclosed,Equity,No,Yes,No,2021,Yes,16.0,Funded_African_Tech_Startups_2023__by_country_and_by_sector_.xlsx,Nigeria,Africa
EMTECH,Nigeria,energy,,2023,year_only,,False,LoftyInc,Undisclosed,Equity,No,Yes,No,2016,No,6.0,Funded_African_Tech_Startups_2023__by_country_and_by_sector_.xlsx,Nigeria,Africa
ePoultry,Nigeria,agri-tech,1-06-01,2023,full_date,50000.0,False,The Baobab Network,Undisclosed,Equity,No,Yes,No,2020,Yes,5.0,Funded_African_Tech_Startups_2023__by_country_and_by_sector_.xlsx,Nigeria,Africa
Eze,Nigeria,e-commerce and retail-tech,1-06-01,2023,full_date,3700000.0,False,"led by Right Side Capital Management, with participation from C2 Ventures, Boro Capital, EVPI Investments and other angel investors",Seed,Equity,No,Yes,No,2018,No,84.0,Funded_African_Tech_Startups_2023__by_country_and_by_sector_.xlsx,Nigeria,Africa
Famasi,Nigeria,e-health,1-02-01,2023,full_date,,False,"led by Microtraction with participation from Ore Ogundipe, GetEquity SPV, Isaac Ewaleifoh, Ibrahim Bello, Ayobami Olufadeji, Yusuf Abdulmalik, Adeline Okoh, Echezona Uzoma, Lanre Adelowo, Prosper Otemuyiwa and Nadayar Enegesi.",Pre-Seed,Equity,Yes,Yes,No,2021,Yes,12.0,Funded_African_Tech_Startups_2023__by_country_and_by_sector_.xlsx,Nigeria,Africa
Farmz2U,Nigeria,agri-tech,,2023,year_only,100000.0,False,"Catalyst Fund, LoftyInc Capital",Undisclosed,Equity,Yes,Yes,No,2019,Yes,8.0,Funded_African_Tech_Startups_2023__by_country_and_by_sector_.xlsx,Nigeria,Africa
Fedi,Nigeria,fintech,1-05-01,2023,full_date,17000000.0,False,"Ego Death Capital, TBD - Block, Kingsway Capital, Trammell Venture Partners, TimeChain",Series A,Equity,No,Yes,No,2022,No,1.0,Funded_African_Tech_Startups_2023__by_country_and_by_sector_.xlsx,Nigeria,Africa
Fez Delivery,Nigeria,logistics,1-03-01,2023,full_date,1000000.0,False,"led by Ventures Platform, with participation from Voltron Capital, Acasia Ventures (formerly Cairo Angels), and other angel investors.",Seed,Equity,Yes,Yes,No,2020,Yes,30.0,Funded_African_Tech_Startups_2023__by_country_and_by_sector_.xlsx,Nigeria,Africa
Field Intelligence,Nigeria,e-health,1-02-01,2023,full_date,6700000.0,False,,Undisclosed,Equity,No,Yes,No,2015,No,70.0,Funded_African_Tech_Startups_2023__by_country_and_by_sector_.xlsx,Nigeria,Africa
Figorr,Nigeria,logistics,1-05-01,2023,full_date,1500000.0,False,"Atlantica Ventures, with participation from Vested World, Jaza Rift and Katapult",Seed,Equity,No,Yes,No,2017,Yes,34.0,Funded_African_Tech_Startups_2023__by_country_and_by_sector_.xlsx,Nigeria,Africa
Filmmakers Mart,Nigeria,other,1-10-01,2023,full_date,,False,,Undisclosed,Equity,No,Yes,No,2021,No,13.0,Funded_African_Tech_Startups_2023__by_country_and_by_sector_.xlsx,Nigeria,Africa
Fixit45,Nigeria,other,1-09-01,2023,full_date,1900000.0,False,"Launch Africa Ventures, with participation from investors such as Soumobroto Ganguly and Dave Delucia, along with a diverse group of angel investors.",Pre-Seed,Equity,No,Yes,No,2021,No,30.0,Funded_African_Tech_Startups_2023__by_country_and_by_sector_.xlsx,Nigeria,Africa
Flick,Nigeria,fintech,1-01-01,2023,full_date,,False,ARM Lagos Techstars,Undisclosed,Equity,Yes,Yes,No,2021,Yes,15.0,Funded_African_Tech_Startups_2023__by_country_and_by_sector_.xlsx,Nigeria,Africa
FrontEdge,Nigeria,fintech,1-11-01,2023,full_date,10000000.0,False,led by TLG Capital and also including Flexport.,Undisclosed,Equity,No,Yes,No,2021,No,3.0,Funded_African_Tech_Startups_2023__by_country_and_by_sector_.xlsx,Nigeria,Africa
Gamp,Nigeria,other,1-07-01,2023,full_date,650000.0,False,"Ingressive Capital, Future Africa, First Circle Capital, Kaleo Ventures, Angel investors",Pre-Seed,Equity,Yes,Yes,No,2021,No,40.0,Funded_African_Tech_Startups_2023__by_country_and_by_sector_.xlsx,Nigeria,Africa
GetEquity,Nigeria,fintech,1-12-01,2023,full_date,120000.0,False,Techstars,Undisclosed,Equity,Yes,Yes,No,2020,Yes,18.0,Funded_African_Tech_Startups_2023__by_country_and_by_sector_.xlsx,Nigeria,Africa
Haba,Nigeria,fintech,1-10-01,2023,full_date,75000.0,False,,Pre-Seed,Equity,No,Yes,No,2022,No,7.0,Funded_African_Tech_Startups_2023__by_country_and_by_sector_.xlsx,Nigeria,Africa
Hedg,Nigeria,fintech,1-08-01,2023,full_date,,False,,Pre-Seed,Equity,No,Yes,No,2022,No,2.0,Funded_African_Tech_Startups_2023__by_country_and_by_sector_.xlsx,Nigeria,Africa
Helium Health,Nigeria,e-health,1-06-01,2023,full_date,30000000.0,False,AXA IM Alts and 23andMe’s Anne Wojcicki,Series B,Equity,Yes,Yes,No,2015,No,131.0,Funded_African_Tech_Startups_2023__by_country_and_by_sector_.xlsx,Nigeria,Africa
HouseAfrica,Nigeria,prop-tech,1-03-01,2023,full_date,400000.0,False,"Future Africa, SSE Angel Network (SSEAN), ARM Labs, CV VC, Startupbootcamp AfriTech, Niche Capital, and Rebel Seed Capital.",Undisclosed,Equity,No,Yes,No,2019,Yes,13.0,Funded_African_Tech_Startups_2023__by_country_and_by_sector_.xlsx,Nigeria,Africa
Ivory Pay,Nigeria,fintech,1-03-01,2023,full_date,,False,CV Labs,Undisclosed,Equity,No,Yes,No,2022,Yes,18.0,Funded_African_Tech_Startups_2023__by_country_and_by_sector_.xlsx,Nigeria,Africa
JEAY Healthcare,Nigeria,e-health,1-05-01,2023,full_date,,False,n.a.,Pre-Seed,Equity,No,Yes,No,2022,No,7.0,Funded_African_Tech_Startups_2023__by_country_and_by_sector_.xlsx,Nigeria,Africa
JumpnPass,Nigeria,fintech,1-12-01,2023,full_date,120000.0,False,Techstars,Undisclosed,Equity,No,Yes,No,2022,Yes,6.0,Funded_African_Tech_Startups_2023__by_country_and_by_sector_.xlsx,Nigeria,Africa
Keble,Nigeria,prop-tech,1-01-01,2023,full_date,,False,ARM Lagos Techstars,Undisclosed,Equity,Yes,Yes,No,2018,Yes,13.0,Funded_African_Tech_Startups_2023__by_country_and_by_sector_.xlsx,Nigeria,Africa
Keza,Nigeria,e-commerce and retail-tech,1-01-01,2023,full_date,,False,ARM Lagos Techstars,Undisclosed,Equity,Yes,Yes,No,2022,Yes,16.0,Funded_African_Tech_Startups_2023__by_country_and_by_sector_.xlsx,Nigeria,Africa
Kokoberna,Nigeria,e-commerce and retail-tech,1-01-01,2023,full_date,,False,WeFunder,Undisclosed,Equity,Yes,Yes,No,2012,No,1.0,Funded_African_Tech_Startups_2023__by_country_and_by_sector_.xlsx,Nigeria,Africa
Kredete,Nigeria,fintech,1-05-01,2023,full_date,,False,Techstars,Pre-Seed,Equity,No,Yes,No,2021,Yes,18.0,Funded_African_Tech_Startups_2023__by_country_and_by_sector_.xlsx,Nigeria,Africa
Kunda Kids,Nigeria,ed-tech,1-05-01,2023,full_date,,False,,Pre-Seed,Equity,Yes,Yes,No,2020,No,22.0,Funded_African_Tech_Startups_2023__by_country_and_by_sector_.xlsx,Nigeria,Africa
Lemfi,Nigeria,fintech,1-08-01,2023,full_date,33000000.0,False,"Left Lane Capital. Other investors included Y-Combinator, Zrosk, Global Founders Capital, and Olive Tree",Series A,Equity,No,Yes,Yes,2019,Yes,118.0,Funded_African_Tech_Startups_2023__by_country_and_by_sector_.xlsx,Nigeria,Africa
Limitless Studios,Nigeria,entertainment,1-01-01,2023,full_date,,False,Launch Africa Ventures,Undisclosed,Equity,Yes,Yes,No,2020,No,26.0,Funded_African_Tech_Startups_2023__by_country_and_by_sector_.xlsx,Nigeria,Africa
Liquify,Nigeria,fintech,1-04-01,2023,full_date,,False,Techstars,Undisclosed,Equity,Yes,Yes,No,2022,Yes,3.0,Funded_African_Tech_Startups_2023__by_country_and_by_sector_.xlsx,Nigeria,Africa
Luca,Nigeria,fintech,1-04-01,2023,full_date,,False,Techstars,Undisclosed,Equity,No,Yes,No,2022,Yes,10.0,Funded_African_Tech_Startups_2023__by_country_and_by_sector_.xlsx,Nigeria,Africa
Mainstack,Nigeria,e-commerce and retail-tech,1-06-01,2023,full_date,,False,Techstars,Undisclosed,Equity,No,Yes,No,2021,Yes,19.0,Funded_African_Tech_Startups_2023__by_country_and_by_sector_.xlsx,Nigeria,Africa
MAKA,Nigeria,e-commerce and retail-tech,1-12-01,2023,full_date,2650000.0,False,"4DX Ventures and Janngo, with additional backing from Palm Drive Capital. It also includes angel investor Jonathan Shipman and executives from delivery platform Wolt.",Pre-Seed,Equity,Yes,Yes,No,2021,No,30.0,Funded_African_Tech_Startups_2023__by_country_and_by_sector_.xlsx,Nigeria,Africa
Matta,Nigeria,e-commerce and retail-tech,1-07-01,2023,full_date,,False,Tofino Capital,Undisclosed,Equity,No,Yes,No,2022,No,28.0,Funded_African_Tech_Startups_2023__by_country_and_by_sector_.xlsx,Nigeria,Africa
Mecho Autotech,Nigeria,auto-tech,1-09-01,2023,full_date,2400000.0,False,"Global Brain Corporation, Ventures Platform, and Uncovered Fund",Pre-Series A,Equity,No,Yes,No,2021,No,98.0,Funded_African_Tech_Startups_2023__by_country_and_by_sector_.xlsx,Nigeria,Africa
Messenger,Nigeria,logistics,,2023,year_only,68000.0,False,"The Baobab Network (February), Nama Ventures (April), Startupbootcamp AfriTech (October)",Pre-Seed,Equity,Yes,Yes,No,2018,Yes,59.0,Funded_African_Tech_Startups_2023__by_country_and_by_sector_.xlsx,Nigeria,Africa
Monte Sereno Health,Nigeria,e-health,1-12-01,2023,full_date,200000.0,False,WeFunder,Undisclosed,Equity,No,Yes,No,2020,No,1.0,Funded_African_Tech_Startups_2023__by_country_and_by_sector_.xlsx,Nigeria,Africa
MyCover,Nigeria,fintech,1-07-01,2023,full_date,1250000.0,False,"led by Ventures Platform, and also includes participation from Founders Factory Africa and Techstars",Pre-Seed,Equity,No,Yes,No,2021,Yes,19.0,Funded_African_Tech_Startups_2023__by_country_and_by_sector_.xlsx,Nigeria,Africa
Nestcoin,Nigeria,fintech,1-09-01,2023,full_date,1900000.0,False,"Hashed Emergent, a Web2.5 fund for builders from emerging markets, led the round. Alter Global, Magic Fund, CMT Digital, and 4DX Ventures are among the existing investors that took part. Adaverse and Base Ecosystem Fund, two new investors, also participated.",Undisclosed,Equity,No,Yes,No,2021,No,37.0,Funded_African_Tech_Startups_2023__by_country_and_by_sector_.xlsx,Nigeria,Africa
Nomba,Nigeria,fintech,1-05-01,2023,full_date,30000000.0,False,"Base10 Partners, with participation from Helios Digital Ventures, Shopify, Partech and Khosla Ventures",Pre-Series B,Equity,No,Yes,No,2017,Yes,334.0,Funded_African_Tech_Startups_2023__by_country_and_by_sector_.xlsx,Nigeria,Africa
Octamile,Nigeria,fintech,1-06-01,2023,full_date,,False,Norrsken,Undisclosed,Equity,No,Yes,No,2021,Yes,13.0,Funded_African_Tech_Startups_2023__by_country_and_by_sector_.xlsx,Nigeria,Africa
Omnibiz,Nigeria,e-commerce and retail-tech,1-06-01,2023,full_date,,False,Aruwa Capital,Undisclosed,Equity,No,Yes,No,2019,No,644.0,Funded_African_Tech_Startups_2023__by_country_and_by_sector_.xlsx,Nigeria,Africa
Oval,Nigeria,fintech,1-09-01,2023,full_date,,False,Techstars,Undisclosed,Equity,No,Yes,No,2021,Yes,10.0,Funded_African_Tech_Startups_2023__by_country_and_by_sector_.xlsx,Nigeria,Africa
Oystr Finance,Nigeria,fintech,1-01-01,2023,full_date,,False,ARM Lagos Techstars,Undisclosed,Equity,Yes,Yes,No,2021,Yes,15.0,Funded_African_Tech_Startups_2023__by_country_and_by_sector_.xlsx,Nigeria,Africa
PaddyCover,Nigeria,fintech,1-01-01,2023,full_date,100000.0,False,Catalyst Fund,Undisclosed,Equity,No,Yes,No,2019,Yes,11.0,Funded_African_Tech_Startups_2023__by_country_and_by_sector_.xlsx,Nigeria,Africa
Pade HCM,Nigeria,recruitment and HR,1-02-01,2023,full_date,500000.0,False,"Zrosk IML, Zedcrest Capital, Microtraction, Expert Dojo, and Resilience 17, along with several angel investors",Pre-Seed,Equity,No,Yes,No,2021,Yes,23.0,Funded_African_Tech_Startups_2023__by_country_and_by_sector_.xlsx,Nigeria,Africa
Pakam,Nigeria,waste management,1-01-01,2023,full_date,635000.0,False,,Pre-Seed,Equity,No,Yes,No,2021,No,9.0,Funded_African_Tech_Startups_2023__by_country_and_by_sector_.xlsx,Nigeria,Africa
Parkwell,Nigeria,other,1-01-01,2023,full_date,18000.0,False,Startupbootcamp AfriTech,Undisclosed,Equity,No,Yes,No,2021,Yes,12.0,Funded_African_Tech_Startups_2023__by_country_and_by_sector_.xlsx,Nigeria,Africa
Payfi,Nigeria,fintech,1-10-01,2023,full_date,,False,Techstars,Undisclosed,Equity,No,Yes,No,2019,Yes,21.0,Funded_African_Tech_Startups_2023__by_country_and_by_sector_.xlsx,Nigeria,Africa
PBR Life Sciences,Nigeria,e-health,1-12-01,2023,full_date,120000.0,False,Techstars,Undisclosed,Equity,No,Yes,No,2022,Yes,17.0,Funded_African_Tech_Startups_2023__by_country_and_by_sector_.xlsx,Nigeria,Africa
Pennee,Nigeria,fintech,1-06-01,2023,full_date,,False,Techstars,Undisclosed,Equity,Yes,Yes,No,2019,Yes,11.0,Funded_African_Tech_Startups_2023__by_country_and_by_sector_.xlsx,Nigeria,Africa
Peppa,Nigeria,fintech,1-01-01,2023,full_date,,False,ARM Lagos Techstars,Undisclosed,Equity,Yes,Yes,No,2021,Yes,11.0,Funded_African_Tech_Startups_2023__by_country_and_by_sector_.xlsx,Nigeria,Africa
PharmaServ,Nigeria,e-health,1-01-01,2023,full_date,18000.0,False,Startupbootcamp AfriTech,Undisclosed,Equity,No,Yes,No,2019,Yes,12.0,Funded_African_Tech_Startups_2023__by_country_and_by_sector_.xlsx,Nigeria,Africa
PipeOps,Nigeria,other,1-08-01,2023,full_date,,False,Techstars,Undisclosed,Equity,No,Yes,No,2022,Yes,5.0,Funded_African_Tech_Startups_2023__by_country_and_by_sector_.xlsx,Nigeria,Africa
PocketFood,Nigeria,other,1-10-01,2023,full_date,50000.0,False,Baobab Network,Undisclosed,Equity,Yes,Yes,No,2022,Yes,6.0,Funded_African_Tech_Startups_2023__by_country_and_by_sector_.xlsx,Nigeria,Africa
PressOne,Nigeria,marketing,1-10-01,2023,full_date,600000.0,False,"led by Ventures Platform, along with participation from Voltron Capital and a set of stellar angels, plus Techstars",Pre-Seed,Equity,Yes,Yes,No,2021,Yes,11.0,Funded_African_Tech_Startups_2023__by_country_and_by_sector_.xlsx,Nigeria,Africa
Pricepally,Nigeria,e-commerce and retail-tech,1-11-01,2023,full_date,1300000.0,False,"Samurai Incubate, SOSV, ELEA, Hi2 Global, Chui Ventures, and David Mureithi, the former MD of Unilever West Africa.",Seed,Equity,No,Yes,No,2019,Yes,46.0,Funded_African_Tech_Startups_2023__by_country_and_by_sector_.xlsx,Nigeria,Africa
